Release,Studio,Release_Cinema,Release_Digital_Streaming,DOW,Rank,Daily,Theaters,Day
Eternals,MCU,2021-11-05,2022-02-15,Friday,17,16491.0,130,64
Eternals,MCU,2021-11-05,2022-02-15,Saturday,16,25651.0,130,65
Eternals,MCU,2021-11-05,2022-02-15,Sunday,17,17114.0,130,66
Eternals,MCU,2021-11-05,2022-02-15,Monday,17,5539.0,130,67
Eternals,MCU,2021-11-05,2022-02-15,Tuesday,17,6186.0,130,68
Eternals,MCU,2021-11-05,2022-02-15,Wednesday,17,5226.0,130,69
Eternals,MCU,2021-11-05,2022-02-15,Thursday,19,4078.0,130,70
Eternals,MCU,2021-11-05,2022-02-15,Friday,22,5261.0,85,71
Eternals,MCU,2021-11-05,2022-02-15,Saturday,22,9520.0,85,72
Eternals,MCU,2021-11-05,2022-02-15,Sunday,22,6780.0,85,73
Eternals,MCU,2021-11-05,2022-02-15,Monday,23,4095.0,85,74
Eternals,MCU,2021-11-05,2022-02-15,Tuesday,21,2171.0,85,75
Eternals,MCU,2021-11-05,2022-02-15,Wednesday,21,2010.0,85,76
Eternals,MCU,2021-11-05,2022-02-15,Thursday,21,1634.0,85,77
Eternals,MCU,2021-11-05,2022-02-15,Friday,27,2416.0,60,78
Eternals,MCU,2021-11-05,2022-02-15,Saturday,27,5061.0,60,79
Eternals,MCU,2021-11-05,2022-02-15,Sunday,28,3197.0,60,80
Eternals,MCU,2021-11-05,2022-02-15,Monday,26,992.0,60,81
Eternals,MCU,2021-11-05,2022-02-15,Tuesday,26,1524.0,60,82
Eternals,MCU,2021-11-05,2022-02-15,Wednesday,29,834.0,60,83
Eternals,MCU,2021-11-05,2022-02-15,Thursday,28,1066.0,60,84
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Friday,1,90720784.0,4534,1
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Saturday,1,57806850.0,4534,2
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Sunday,1,38893364.0,4534,3
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Monday,1,13620560.0,4534,4
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Tuesday,1,12606682.0,4534,5
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Wednesday,1,9102016.0,4534,6
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Thursday,1,8109267.0,4534,7
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Friday,1,17133926.0,4534,8
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Saturday,1,26452876.0,4534,9
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Sunday,1,18169002.0,4534,10
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Monday,1,4812753.0,4534,11
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Tuesday,1,5283222.0,4534,12
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Wednesday,1,3910188.0,4534,13
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Thursday,1,3858995.0,4534,14
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Friday,1,8568406.0,4534,15
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Saturday,1,13801107.0,4534,16
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Sunday,1,9935047.0,4534,17
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Monday,1,3326033.0,4534,18
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Tuesday,1,3093792.0,4534,19
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Wednesday,1,2787470.0,4534,20
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Thursday,1,2381639.0,4534,21
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Friday,3,4500294.0,3805,22
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Saturday,2,6199441.0,3805,23
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Sunday,2,5369623.0,3805,24
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Monday,2,4274408.0,3805,25
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Tuesday,2,1810730.0,3805,26
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Wednesday,2,1521876.0,3805,27
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Thursday,2,1409765.0,3805,28
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Friday,2,2624250.0,3765,29
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Saturday,2,3853121.0,3765,30
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Sunday,2,2695805.0,3765,31
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Monday,2,1103439.0,3765,32
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Tuesday,2,1279933.0,3765,33
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Wednesday,2,1030047.0,3765,34
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Thursday,2,876147.0,3765,35
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Friday,3,1427205.0,3345,36
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Saturday,3,2095885.0,3345,37
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Sunday,3,1691975.0,3345,38
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Monday,3,626271.0,3345,39
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Tuesday,3,834845.0,3345,40
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Wednesday,3,666630.0,3345,41
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Thursday,3,617991.0,3345,42
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Friday,4,1191729.0,2465,43
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Saturday,4,1655222.0,2465,44
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Sunday,4,1602729.0,2465,45
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Monday,4,720988.0,2465,46
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Tuesday,4,573462.0,2465,47
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Wednesday,4,463424.0,2465,48
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Thursday,4,375860.0,2465,49
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Friday,6,565150.0,1855,50
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Saturday,6,744113.0,1855,51
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Sunday,6,471330.0,1855,52
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Monday,6,244103.0,1855,53
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Tuesday,6,251419.0,1855,54
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Wednesday,6,222382.0,1855,55
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Thursday,6,185778.0,1855,56
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Friday,9,123063.0,590,57
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Saturday,9,156279.0,590,58
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Sunday,9,133410.0,590,59
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Monday,9,72183.0,590,60
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Tuesday,9,70615.0,590,61
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Wednesday,9,56960.0,590,62
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Thursday,9,36582.0,590,63
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Friday,9,88916.0,140,64
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Saturday,9,111927.0,140,65
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Sunday,12,44698.0,140,66
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Monday,12,19745.0,140,67
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Tuesday,13,19772.0,140,68
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Wednesday,13,17606.0,140,69
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Thursday,13,21666.0,140,70
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Friday,18,25211.0,80,71
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Saturday,14,40638.0,80,72
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Sunday,18,15991.0,80,73
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Monday,18,8316.0,80,74
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Tuesday,18,9821.0,80,75
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Wednesday,17,9115.0,80,76
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Thursday,15,11288.0,80,77
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Friday,16,10337.0,65,78
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Saturday,17,9160.0,65,79
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Sunday,18,5576.0,65,80
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Monday,15,6862.0,65,81
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Tuesday,18,3714.0,65,82
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Wednesday,18,5022.0,65,83
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Thursday,17,5061.0,65,84
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Friday,20,5825.0,50,85
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Saturday,19,8140.0,50,86
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Sunday,20,3723.0,50,87
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Monday,19,3554.0,50,88
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Tuesday,20,2490.0,50,89
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Wednesday,21,1554.0,50,90
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Thursday,21,1545.0,50,91
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Friday,23,3511.0,45,92
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Saturday,24,3665.0,45,93
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Sunday,24,2371.0,45,94
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Monday,23,1368.0,45,95
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Tuesday,24,898.0,45,96
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Wednesday,25,799.0,45,97
Doctor Strange in the Multiverse of Madness,MCU,2022-05-06,2022-07-26,Thursday,24,1281.0,45,98
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Friday,1,69554073.0,4375,1
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Saturday,1,42112494.0,4375,2
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Sunday,1,32498540.0,4375,3
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Monday,1,12182506.0,4375,4
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Tuesday,1,13655428.0,4375,5
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Wednesday,1,8929256.0,4375,6
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Thursday,1,8338839.0,4375,7
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Friday,1,13775873.0,4375,8
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Saturday,1,18501978.0,4375,9
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Sunday,1,14354321.0,4375,10
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Monday,1,5337661.0,4375,11
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Tuesday,1,6440182.0,4375,12
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Wednesday,1,4536230.0,4375,13
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Thursday,1,3903317.0,4375,14
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Friday,2,6346368.0,4370,15
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Saturday,2,8957743.0,4370,16
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Sunday,2,7255167.0,4370,17
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Monday,2,2985165.0,4370,18
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Tuesday,2,3642056.0,4370,19
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Wednesday,2,2629778.0,4370,20
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Thursday,2,2510294.0,4370,21
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Friday,3,3825926.0,3650,22
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Saturday,3,5220988.0,3650,23
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Sunday,3,4129617.0,3650,24
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Monday,3,1855722.0,3650,25
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Tuesday,4,2016815.0,3650,26
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Wednesday,4,1540247.0,3650,27
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Thursday,4,1427467.0,3650,28
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Friday,4,2174950.0,3400,29
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Saturday,4,3146518.0,3400,30
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Sunday,4,2384553.0,3400,31
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Monday,6,1001197.0,3400,32
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Tuesday,6,1203009.0,3400,33
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Wednesday,6,870059.0,3400,34
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Thursday,5,839874.0,3400,35
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Friday,5,1476310.0,3175,36
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Saturday,4,2272011.0,3175,37
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Sunday,4,1629630.0,3175,38
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Monday,5,630078.0,3175,39
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Tuesday,5,788615.0,3175,40
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Wednesday,6,619977.0,3175,41
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Thursday,4,580792.0,3175,42
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Friday,6,1072941.0,2755,43
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Saturday,6,1769188.0,2755,44
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Sunday,6,1223120.0,2755,45
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Monday,7,464559.0,2755,46
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Tuesday,8,525907.0,2755,47
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Wednesday,8,375776.0,2755,48
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Thursday,7,357043.0,2755,49
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Friday,8,710473.0,2450,50
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Saturday,8,1184954.0,2450,51
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Sunday,8,749387.0,2450,52
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Monday,9,237389.0,2450,53
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Tuesday,10,325631.0,2450,54
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Wednesday,9,231181.0,2450,55
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Thursday,9,207123.0,2450,56
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Friday,11,447200.0,2090,57
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Saturday,8,1292425.0,2090,58
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Sunday,8,934163.0,2090,59
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Monday,10,701273.0,2090,60
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Tuesday,13,161012.0,2090,61
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Wednesday,13,118121.0,2090,62
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Thursday,14,100301.0,2090,63
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Friday,13,262837.0,1850,64
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Saturday,12,484043.0,1850,65
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Sunday,13,269981.0,1850,66
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Monday,15,73381.0,1850,67
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Tuesday,14,89229.0,1850,68
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Wednesday,16,63570.0,1850,69
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Thursday,13,57773.0,1850,70
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Friday,21,94833.0,820,71
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Saturday,18,178152.0,820,72
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Sunday,19,102835.0,820,73
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Monday,23,26499.0,820,74
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Tuesday,25,28690.0,820,75
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Wednesday,24,24399.0,820,76
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Thursday,21,25796.0,820,77
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Friday,24,27083.0,230,78
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Saturday,23,49064.0,230,79
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Sunday,24,27428.0,230,80
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Monday,28,7399.0,230,81
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Tuesday,29,7411.0,230,82
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Wednesday,24,9363.0,230,83
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Thursday,28,4677.0,230,84
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Friday,31,10274.0,105,85
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Saturday,30,19453.0,105,86
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Sunday,30,9413.0,105,87
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Monday,34,1597.0,105,88
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Tuesday,32,2604.0,105,89
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Wednesday,31,2442.0,105,90
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Thursday,33,2029.0,105,91
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Friday,34,4401.0,60,92
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Saturday,32,8096.0,60,93
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Sunday,32,4015.0,60,94
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Monday,29,3475.0,60,95
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Tuesday,30,1765.0,60,96
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Wednesday,32,1049.0,60,97
Thor: Love and Thunder,MCU,2022-07-08,2022-09-27,Thursday,31,983.0,60,98
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Friday,1,84285721.0,4396,1
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Saturday,1,56131051.0,4396,2
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Sunday,1,40922989.0,4396,3
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Monday,1,11125499.0,4396,4
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Tuesday,1,12636707.0,4396,5
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Wednesday,1,8110601.0,4396,6
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Thursday,1,7480079.0,4396,7
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Friday,1,17999138.0,4396,8
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Saturday,1,28772668.0,4396,9
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Sunday,1,19710460.0,4396,10
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Monday,1,7002759.0,4396,11
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Tuesday,1,9492924.0,4396,12
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Wednesday,1,10052869.0,4290,13
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Thursday,1,8164083.0,4290,14
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Friday,1,18230476.0,4290,15
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Saturday,1,17599193.0,4290,16
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Sunday,1,9754235.0,4290,17
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Monday,1,2208258.0,4290,18
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Tuesday,1,2681411.0,4290,19
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Wednesday,1,1918716.0,4290,20
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Thursday,1,1851240.0,4290,21
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Friday,2,4459381.0,3855,22
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Saturday,1,8171837.0,3855,23
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Sunday,1,4908833.0,3855,24
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Monday,1,1162850.0,3855,25
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Tuesday,1,1567075.0,3855,26
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Wednesday,1,1144653.0,3855,27
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Thursday,1,1165072.0,3855,28
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Friday,1,2860689.0,3725,29
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Saturday,1,5178818.0,3725,30
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Sunday,1,3195195.0,3725,31
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Monday,1,903453.0,3725,32
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Tuesday,1,1144342.0,3725,33
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Wednesday,1,909059.0,3725,34
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Thursday,1,688851.0,3725,35
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Friday,2,1459454.0,3380,36
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Saturday,2,2274228.0,3380,37
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Sunday,2,1613161.0,3380,38
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Monday,2,836634.0,3380,39
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Tuesday,2,1100937.0,3380,40
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Wednesday,3,898080.0,3200,41
Black Panther: Wakanda Forever,MCU,2022-11-11,2023-02-07,Thursday,3,881722.0,3200,42
