Release,Studio,Release_Cinema,Release_Digital_Streaming,DOW,Rank,Daily,Theaters,Day
Batman v Superman: Dawn of Justice,DC,2016-03-25,2016-07-19,Friday,13,133496.0,361,64
Batman v Superman: Dawn of Justice,DC,2016-03-25,2016-07-19,Saturday,13,201634.0,361,65
Batman v Superman: Dawn of Justice,DC,2016-03-25,2016-07-19,Sunday,13,182576.0,361,66
Batman v Superman: Dawn of Justice,DC,2016-03-25,2016-07-19,Monday,13,117687.0,361,67
Batman v Superman: Dawn of Justice,DC,2016-03-25,2016-07-19,Tuesday,13,48251.0,361,68
Batman v Superman: Dawn of Justice,DC,2016-03-25,2016-07-19,Wednesday,14,44329.0,361,69
Batman v Superman: Dawn of Justice,DC,2016-03-25,2016-07-19,Thursday,13,47875.0,361,70
Batman v Superman: Dawn of Justice,DC,2016-03-25,2016-07-19,Friday,16,79306.0,270,71
Batman v Superman: Dawn of Justice,DC,2016-03-25,2016-07-19,Saturday,16,125226.0,270,72
Batman v Superman: Dawn of Justice,DC,2016-03-25,2016-07-19,Sunday,16,81646.0,270,73
Batman v Superman: Dawn of Justice,DC,2016-03-25,2016-07-19,Monday,16,35107.0,270,74
Batman v Superman: Dawn of Justice,DC,2016-03-25,2016-07-19,Tuesday,16,40021.0,270,75
Batman v Superman: Dawn of Justice,DC,2016-03-25,2016-07-19,Wednesday,16,34818.0,270,76
Batman v Superman: Dawn of Justice,DC,2016-03-25,2016-07-19,Thursday,15,39344.0,270,77
Batman v Superman: Dawn of Justice,DC,2016-03-25,2016-07-19,Friday,20,53058.0,215,78
Batman v Superman: Dawn of Justice,DC,2016-03-25,2016-07-19,Saturday,20,83883.0,215,79
Batman v Superman: Dawn of Justice,DC,2016-03-25,2016-07-19,Sunday,20,56880.0,215,80
Batman v Superman: Dawn of Justice,DC,2016-03-25,2016-07-19,Monday,18,23320.0,215,81
Batman v Superman: Dawn of Justice,DC,2016-03-25,2016-07-19,Tuesday,19,29620.0,215,82
Batman v Superman: Dawn of Justice,DC,2016-03-25,2016-07-19,Wednesday,19,29027.0,215,83
Batman v Superman: Dawn of Justice,DC,2016-03-25,2016-07-19,Thursday,19,29165.0,215,84
Suicide Squad,DC,2016-08-05,2016-12-13,Friday,1,64893248.0,4255,1
Suicide Squad,DC,2016-08-05,2016-12-13,Saturday,1,38578832.0,4255,2
Suicide Squad,DC,2016-08-05,2016-12-13,Sunday,1,30210168.0,4255,3
Suicide Squad,DC,2016-08-05,2016-12-13,Monday,1,13143474.0,4255,4
Suicide Squad,DC,2016-08-05,2016-12-13,Tuesday,1,14261461.0,4255,5
Suicide Squad,DC,2016-08-05,2016-12-13,Wednesday,1,9815378.0,4255,6
Suicide Squad,DC,2016-08-05,2016-12-13,Thursday,1,8202167.0,4255,7
Suicide Squad,DC,2016-08-05,2016-12-13,Friday,2,13103794.0,4255,8
Suicide Squad,DC,2016-08-05,2016-12-13,Saturday,1,17530577.0,4255,9
Suicide Squad,DC,2016-08-05,2016-12-13,Sunday,1,12901642.0,4255,10
Suicide Squad,DC,2016-08-05,2016-12-13,Monday,1,5003280.0,4255,11
Suicide Squad,DC,2016-08-05,2016-12-13,Tuesday,1,6233298.0,4255,12
Suicide Squad,DC,2016-08-05,2016-12-13,Wednesday,1,4125332.0,4255,13
Suicide Squad,DC,2016-08-05,2016-12-13,Thursday,1,3570684.0,4255,14
Suicide Squad,DC,2016-08-05,2016-12-13,Friday,1,6008693.0,3924,15
Suicide Squad,DC,2016-08-05,2016-12-13,Saturday,1,8646691.0,3924,16
Suicide Squad,DC,2016-08-05,2016-12-13,Sunday,1,6200017.0,3924,17
Suicide Squad,DC,2016-08-05,2016-12-13,Monday,1,2135015.0,3924,18
Suicide Squad,DC,2016-08-05,2016-12-13,Tuesday,1,2691263.0,3924,19
Suicide Squad,DC,2016-08-05,2016-12-13,Wednesday,1,1827395.0,3924,20
Suicide Squad,DC,2016-08-05,2016-12-13,Thursday,1,1690218.0,3924,21
Suicide Squad,DC,2016-08-05,2016-12-13,Friday,2,3309941.0,3582,22
Suicide Squad,DC,2016-08-05,2016-12-13,Saturday,2,5487910.0,3582,23
Suicide Squad,DC,2016-08-05,2016-12-13,Sunday,2,3450588.0,3582,24
Suicide Squad,DC,2016-08-05,2016-12-13,Monday,2,1061144.0,3582,25
Suicide Squad,DC,2016-08-05,2016-12-13,Tuesday,2,1380335.0,3582,26
Suicide Squad,DC,2016-08-05,2016-12-13,Wednesday,2,954664.0,3582,27
Suicide Squad,DC,2016-08-05,2016-12-13,Thursday,2,1000107.0,3292,28
Suicide Squad,DC,2016-08-05,2016-12-13,Friday,2,2316150.0,3292,29
Suicide Squad,DC,2016-08-05,2016-12-13,Saturday,2,3830182.0,3292,30
Suicide Squad,DC,2016-08-05,2016-12-13,Sunday,2,3763924.0,3292,31
Suicide Squad,DC,2016-08-05,2016-12-13,Monday,2,2776765.0,3292,32
Suicide Squad,DC,2016-08-05,2016-12-13,Tuesday,2,708166.0,3292,33
Suicide Squad,DC,2016-08-05,2016-12-13,Wednesday,2,500309.0,3292,34
Suicide Squad,DC,2016-08-05,2016-12-13,Thursday,2,445041.0,3292,35
Suicide Squad,DC,2016-08-05,2016-12-13,Friday,4,1451454.0,3103,36
Suicide Squad,DC,2016-08-05,2016-12-13,Saturday,4,2779675.0,3103,37
Suicide Squad,DC,2016-08-05,2016-12-13,Sunday,4,1491909.0,3103,38
Suicide Squad,DC,2016-08-05,2016-12-13,Monday,4,378625.0,3103,39
Suicide Squad,DC,2016-08-05,2016-12-13,Tuesday,4,504354.0,3103,40
Suicide Squad,DC,2016-08-05,2016-12-13,Wednesday,4,358066.0,3103,41
Suicide Squad,DC,2016-08-05,2016-12-13,Thursday,4,350396.0,3103,42
Suicide Squad,DC,2016-08-05,2016-12-13,Friday,7,1192098.0,2740,43
Suicide Squad,DC,2016-08-05,2016-12-13,Saturday,7,2257013.0,2740,44
Suicide Squad,DC,2016-08-05,2016-12-13,Sunday,6,1252723.0,2740,45
Suicide Squad,DC,2016-08-05,2016-12-13,Monday,7,305180.0,2740,46
Suicide Squad,DC,2016-08-05,2016-12-13,Tuesday,8,396134.0,2740,47
Suicide Squad,DC,2016-08-05,2016-12-13,Wednesday,7,294665.0,2740,48
Suicide Squad,DC,2016-08-05,2016-12-13,Thursday,7,253198.0,2740,49
Suicide Squad,DC,2016-08-05,2016-12-13,Friday,8,805132.0,2172,50
Suicide Squad,DC,2016-08-05,2016-12-13,Saturday,8,1492109.0,2172,51
Suicide Squad,DC,2016-08-05,2016-12-13,Sunday,8,811110.0,2172,52
Suicide Squad,DC,2016-08-05,2016-12-13,Monday,8,200102.0,2172,53
Suicide Squad,DC,2016-08-05,2016-12-13,Tuesday,8,253061.0,2172,54
Suicide Squad,DC,2016-08-05,2016-12-13,Wednesday,8,194419.0,2172,55
Suicide Squad,DC,2016-08-05,2016-12-13,Thursday,8,161353.0,2172,56
Suicide Squad,DC,2016-08-05,2016-12-13,Friday,11,490081.0,1638,57
Suicide Squad,DC,2016-08-05,2016-12-13,Saturday,10,917149.0,1638,58
Suicide Squad,DC,2016-08-05,2016-12-13,Sunday,11,510053.0,1638,59
Suicide Squad,DC,2016-08-05,2016-12-13,Monday,11,162362.0,1638,60
Suicide Squad,DC,2016-08-05,2016-12-13,Tuesday,12,161295.0,1638,61
Suicide Squad,DC,2016-08-05,2016-12-13,Wednesday,12,127230.0,1638,62
Suicide Squad,DC,2016-08-05,2016-12-13,Thursday,12,115125.0,1638,63
Suicide Squad,DC,2016-08-05,2016-12-13,Friday,12,298538.0,972,64
Suicide Squad,DC,2016-08-05,2016-12-13,Saturday,12,497827.0,972,65
Suicide Squad,DC,2016-08-05,2016-12-13,Sunday,12,327275.0,972,66
Suicide Squad,DC,2016-08-05,2016-12-13,Monday,12,150181.0,972,67
Suicide Squad,DC,2016-08-05,2016-12-13,Tuesday,15,102410.0,972,68
Suicide Squad,DC,2016-08-05,2016-12-13,Wednesday,14,91157.0,972,69
Suicide Squad,DC,2016-08-05,2016-12-13,Thursday,15,69367.0,972,70
Suicide Squad,DC,2016-08-05,2016-12-13,Friday,17,186196.0,630,71
Suicide Squad,DC,2016-08-05,2016-12-13,Saturday,15,333880.0,630,72
Suicide Squad,DC,2016-08-05,2016-12-13,Sunday,15,195997.0,630,73
Suicide Squad,DC,2016-08-05,2016-12-13,Monday,16,54980.0,630,74
Suicide Squad,DC,2016-08-05,2016-12-13,Tuesday,18,57344.0,630,75
Suicide Squad,DC,2016-08-05,2016-12-13,Wednesday,16,48442.0,630,76
Suicide Squad,DC,2016-08-05,2016-12-13,Thursday,15,48445.0,630,77
Suicide Squad,DC,2016-08-05,2016-12-13,Friday,20,105837.0,383,78
Suicide Squad,DC,2016-08-05,2016-12-13,Saturday,19,174223.0,383,79
Suicide Squad,DC,2016-08-05,2016-12-13,Sunday,21,105151.0,383,80
Suicide Squad,DC,2016-08-05,2016-12-13,Monday,20,31100.0,383,81
Suicide Squad,DC,2016-08-05,2016-12-13,Tuesday,22,31688.0,383,82
Suicide Squad,DC,2016-08-05,2016-12-13,Wednesday,22,27168.0,383,83
Suicide Squad,DC,2016-08-05,2016-12-13,Thursday,21,29422.0,383,84
Suicide Squad,DC,2016-08-05,2016-12-13,Friday,21,75074.0,332,85
Suicide Squad,DC,2016-08-05,2016-12-13,Saturday,20,125701.0,332,86
Suicide Squad,DC,2016-08-05,2016-12-13,Sunday,21,81864.0,332,87
Suicide Squad,DC,2016-08-05,2016-12-13,Monday,22,27015.0,332,88
Suicide Squad,DC,2016-08-05,2016-12-13,Tuesday,22,27876.0,332,89
Suicide Squad,DC,2016-08-05,2016-12-13,Wednesday,21,24213.0,332,90
Suicide Squad,DC,2016-08-05,2016-12-13,Thursday,21,23121.0,332,91
Suicide Squad,DC,2016-08-05,2016-12-13,Friday,23,62830.0,245,92
Suicide Squad,DC,2016-08-05,2016-12-13,Saturday,22,118121.0,245,93
Suicide Squad,DC,2016-08-05,2016-12-13,Sunday,23,65412.0,245,94
Suicide Squad,DC,2016-08-05,2016-12-13,Monday,24,18114.0,245,95
Suicide Squad,DC,2016-08-05,2016-12-13,Tuesday,23,21237.0,245,96
Suicide Squad,DC,2016-08-05,2016-12-13,Wednesday,24,15710.0,245,97
Suicide Squad,DC,2016-08-05,2016-12-13,Thursday,22,23214.0,245,98
Wonder Woman,DC,2017-06-02,2017-09-19,Friday,1,38247254.0,4165,1
Wonder Woman,DC,2017-06-02,2017-09-19,Saturday,1,35253398.0,4165,2
Wonder Woman,DC,2017-06-02,2017-09-19,Sunday,1,29750819.0,4165,3
Wonder Woman,DC,2017-06-02,2017-09-19,Monday,1,11757063.0,4165,4
Wonder Woman,DC,2017-06-02,2017-09-19,Tuesday,1,14342175.0,4165,5
Wonder Woman,DC,2017-06-02,2017-09-19,Wednesday,1,9326011.0,4165,6
Wonder Woman,DC,2017-06-02,2017-09-19,Thursday,1,9145783.0,4165,7
Wonder Woman,DC,2017-06-02,2017-09-19,Friday,1,15701461.0,4165,8
Wonder Woman,DC,2017-06-02,2017-09-19,Saturday,1,24003287.0,4165,9
Wonder Woman,DC,2017-06-02,2017-09-19,Sunday,1,18815924.0,4165,10
Wonder Woman,DC,2017-06-02,2017-09-19,Monday,1,6266071.0,4165,11
Wonder Woman,DC,2017-06-02,2017-09-19,Tuesday,1,8851388.0,4165,12
Wonder Woman,DC,2017-06-02,2017-09-19,Wednesday,1,6344618.0,4165,13
Wonder Woman,DC,2017-06-02,2017-09-19,Thursday,1,6021478.0,4165,14
Wonder Woman,DC,2017-06-02,2017-09-19,Friday,3,10845317.0,4018,15
Wonder Woman,DC,2017-06-02,2017-09-19,Saturday,2,15577690.0,4018,16
Wonder Woman,DC,2017-06-02,2017-09-19,Sunday,2,14845843.0,4018,17
Wonder Woman,DC,2017-06-02,2017-09-19,Monday,2,4808414.0,4018,18
Wonder Woman,DC,2017-06-02,2017-09-19,Tuesday,2,5444169.0,4018,19
Wonder Woman,DC,2017-06-02,2017-09-19,Wednesday,3,3848683.0,4018,20
Wonder Woman,DC,2017-06-02,2017-09-19,Thursday,3,4008312.0,4018,21
Wonder Woman,DC,2017-06-02,2017-09-19,Friday,3,7396325.0,3933,22
Wonder Woman,DC,2017-06-02,2017-09-19,Saturday,2,10046428.0,3933,23
Wonder Woman,DC,2017-06-02,2017-09-19,Sunday,2,7463557.0,3933,24
Wonder Woman,DC,2017-06-02,2017-09-19,Monday,2,3067190.0,3933,25
Wonder Woman,DC,2017-06-02,2017-09-19,Tuesday,3,3905172.0,3933,26
Wonder Woman,DC,2017-06-02,2017-09-19,Wednesday,4,2764377.0,3933,27
Wonder Woman,DC,2017-06-02,2017-09-19,Thursday,3,2681268.0,3933,28
Wonder Woman,DC,2017-06-02,2017-09-19,Friday,4,4382471.0,3404,29
Wonder Woman,DC,2017-06-02,2017-09-19,Saturday,4,6066112.0,3404,30
Wonder Woman,DC,2017-06-02,2017-09-19,Sunday,4,5257428.0,3404,31
Wonder Woman,DC,2017-06-02,2017-09-19,Monday,3,4302245.0,3404,32
Wonder Woman,DC,2017-06-02,2017-09-19,Tuesday,3,4064569.0,3404,33
Wonder Woman,DC,2017-06-02,2017-09-19,Wednesday,3,2072633.0,3404,34
Wonder Woman,DC,2017-06-02,2017-09-19,Thursday,3,1976258.0,3404,35
Wonder Woman,DC,2017-06-02,2017-09-19,Friday,4,2994237.0,3091,36
Wonder Woman,DC,2017-06-02,2017-09-19,Saturday,4,4044218.0,3091,37
Wonder Woman,DC,2017-06-02,2017-09-19,Sunday,4,2783650.0,3091,38
Wonder Woman,DC,2017-06-02,2017-09-19,Monday,4,1184238.0,3091,39
Wonder Woman,DC,2017-06-02,2017-09-19,Tuesday,4,1640127.0,3091,40
Wonder Woman,DC,2017-06-02,2017-09-19,Wednesday,4,1255188.0,3091,41
Wonder Woman,DC,2017-06-02,2017-09-19,Thursday,4,1248229.0,3091,42
Wonder Woman,DC,2017-06-02,2017-09-19,Friday,7,2035125.0,2744,43
Wonder Woman,DC,2017-06-02,2017-09-19,Saturday,6,2811119.0,2744,44
Wonder Woman,DC,2017-06-02,2017-09-19,Sunday,6,1956142.0,2744,45
Wonder Woman,DC,2017-06-02,2017-09-19,Monday,5,875213.0,2744,46
Wonder Woman,DC,2017-06-02,2017-09-19,Tuesday,5,1195276.0,2744,47
Wonder Woman,DC,2017-06-02,2017-09-19,Wednesday,5,902887.0,2744,48
Wonder Woman,DC,2017-06-02,2017-09-19,Thursday,5,826439.0,2744,49
Wonder Woman,DC,2017-06-02,2017-09-19,Friday,9,1268040.0,1971,50
Wonder Woman,DC,2017-06-02,2017-09-19,Saturday,9,1912543.0,1971,51
Wonder Woman,DC,2017-06-02,2017-09-19,Sunday,8,1427445.0,1971,52
Wonder Woman,DC,2017-06-02,2017-09-19,Monday,8,730589.0,1971,53
Wonder Woman,DC,2017-06-02,2017-09-19,Tuesday,8,866477.0,1971,54
Wonder Woman,DC,2017-06-02,2017-09-19,Wednesday,8,645812.0,1971,55
Wonder Woman,DC,2017-06-02,2017-09-19,Thursday,8,649521.0,1971,56
Wonder Woman,DC,2017-06-02,2017-09-19,Friday,10,981521.0,1651,57
Wonder Woman,DC,2017-06-02,2017-09-19,Saturday,11,1463425.0,1651,58
Wonder Woman,DC,2017-06-02,2017-09-19,Sunday,10,895721.0,1651,59
Wonder Woman,DC,2017-06-02,2017-09-19,Monday,10,430419.0,1651,60
Wonder Woman,DC,2017-06-02,2017-09-19,Tuesday,10,568987.0,1651,61
Wonder Woman,DC,2017-06-02,2017-09-19,Wednesday,10,462281.0,1651,62
Wonder Woman,DC,2017-06-02,2017-09-19,Thursday,10,440019.0,1651,63
Wonder Woman,DC,2017-06-02,2017-09-19,Friday,13,679524.0,1307,64
Wonder Woman,DC,2017-06-02,2017-09-19,Saturday,14,965428.0,1307,65
Wonder Woman,DC,2017-06-02,2017-09-19,Sunday,13,641382.0,1307,66
Wonder Woman,DC,2017-06-02,2017-09-19,Monday,12,395862.0,1307,67
Wonder Woman,DC,2017-06-02,2017-09-19,Tuesday,13,386161.0,1307,68
Wonder Woman,DC,2017-06-02,2017-09-19,Wednesday,13,273582.0,1307,69
Wonder Woman,DC,2017-06-02,2017-09-19,Thursday,12,240067.0,1307,70
Wonder Woman,DC,2017-06-02,2017-09-19,Friday,15,411121.0,961,71
Wonder Woman,DC,2017-06-02,2017-09-19,Saturday,15,653589.0,961,72
Wonder Woman,DC,2017-06-02,2017-09-19,Sunday,15,382765.0,961,73
Wonder Woman,DC,2017-06-02,2017-09-19,Monday,15,174727.0,961,74
Wonder Woman,DC,2017-06-02,2017-09-19,Tuesday,15,244282.0,961,75
Wonder Woman,DC,2017-06-02,2017-09-19,Wednesday,16,171440.0,961,76
Wonder Woman,DC,2017-06-02,2017-09-19,Thursday,16,142367.0,961,77
Wonder Woman,DC,2017-06-02,2017-09-19,Friday,16,330648.0,803,78
Wonder Woman,DC,2017-06-02,2017-09-19,Saturday,16,476228.0,803,79
Wonder Woman,DC,2017-06-02,2017-09-19,Sunday,16,285462.0,803,80
Wonder Woman,DC,2017-06-02,2017-09-19,Monday,16,124345.0,803,81
Wonder Woman,DC,2017-06-02,2017-09-19,Tuesday,16,163728.0,803,82
Wonder Woman,DC,2017-06-02,2017-09-19,Wednesday,16,116836.0,803,83
Wonder Woman,DC,2017-06-02,2017-09-19,Thursday,16,112438.0,803,84
Wonder Woman,DC,2017-06-02,2017-09-19,Friday,14,486866.0,2210,85
Wonder Woman,DC,2017-06-02,2017-09-19,Saturday,14,727686.0,2210,86
Wonder Woman,DC,2017-06-02,2017-09-19,Sunday,14,460649.0,2210,87
Wonder Woman,DC,2017-06-02,2017-09-19,Monday,14,188334.0,2210,88
Wonder Woman,DC,2017-06-02,2017-09-19,Tuesday,14,276655.0,2210,89
Wonder Woman,DC,2017-06-02,2017-09-19,Wednesday,14,180624.0,2210,90
Wonder Woman,DC,2017-06-02,2017-09-19,Thursday,15,180146.0,2210,91
Wonder Woman,DC,2017-06-02,2017-09-19,Friday,12,450537.0,1838,92
Wonder Woman,DC,2017-06-02,2017-09-19,Saturday,12,787688.0,1838,93
Wonder Woman,DC,2017-06-02,2017-09-19,Sunday,12,800126.0,1838,94
Wonder Woman,DC,2017-06-02,2017-09-19,Monday,14,479667.0,1808,95
Wonder Woman,DC,2017-06-02,2017-09-19,Tuesday,15,136004.0,1808,96
Wonder Woman,DC,2017-06-02,2017-09-19,Wednesday,14,96091.0,1808,97
Wonder Woman,DC,2017-06-02,2017-09-19,Thursday,14,72008.0,1808,98
Wonder Woman,DC,2017-06-02,2017-09-19,Friday,13,185207.0,961,99
Wonder Woman,DC,2017-06-02,2017-09-19,Saturday,14,320171.0,961,100
Wonder Woman,DC,2017-06-02,2017-09-19,Sunday,16,155064.0,961,101
Wonder Woman,DC,2017-06-02,2017-09-19,Monday,11,55317.0,961,102
Wonder Woman,DC,2017-06-02,2017-09-19,Tuesday,16,80023.0,961,103
Wonder Woman,DC,2017-06-02,2017-09-19,Wednesday,14,64388.0,961,104
Wonder Woman,DC,2017-06-02,2017-09-19,Thursday,14,60988.0,961,105
Wonder Woman,DC,2017-06-02,2017-09-19,Friday,14,180268.0,659,106
Wonder Woman,DC,2017-06-02,2017-09-19,Saturday,16,310277.0,659,107
Wonder Woman,DC,2017-06-02,2017-09-19,Sunday,14,177249.0,659,108
Wonder Woman,DC,2017-06-02,2017-09-19,Monday,14,55497.0,659,109
Wonder Woman,DC,2017-06-02,2017-09-19,Tuesday,16,63289.0,659,110
Wonder Woman,DC,2017-06-02,2017-09-19,Wednesday,15,51127.0,659,111
Wonder Woman,DC,2017-06-02,2017-09-19,Thursday,14,52204.0,659,112
Wonder Woman,DC,2017-06-02,2017-09-19,Friday,18,97472.0,355,113
Wonder Woman,DC,2017-06-02,2017-09-19,Saturday,19,160800.0,355,114
Wonder Woman,DC,2017-06-02,2017-09-19,Sunday,19,80007.0,355,115
Wonder Woman,DC,2017-06-02,2017-09-19,Monday,21,20202.0,355,116
Wonder Woman,DC,2017-06-02,2017-09-19,Tuesday,20,28117.0,355,117
Wonder Woman,DC,2017-06-02,2017-09-19,Wednesday,21,20411.0,355,118
Wonder Woman,DC,2017-06-02,2017-09-19,Thursday,19,21227.0,355,119
Wonder Woman,DC,2017-06-02,2017-09-19,Friday,24,51757.0,261,120
Wonder Woman,DC,2017-06-02,2017-09-19,Saturday,25,87133.0,261,121
Wonder Woman,DC,2017-06-02,2017-09-19,Sunday,25,46306.0,261,122
Wonder Woman,DC,2017-06-02,2017-09-19,Monday,27,10655.0,261,123
Wonder Woman,DC,2017-06-02,2017-09-19,Tuesday,26,14008.0,261,124
Wonder Woman,DC,2017-06-02,2017-09-19,Wednesday,30,10926.0,261,125
Wonder Woman,DC,2017-06-02,2017-09-19,Thursday,27,12711.0,261,126
Wonder Woman,DC,2017-06-02,2017-09-19,Friday,30,22433.0,155,127
Wonder Woman,DC,2017-06-02,2017-09-19,Saturday,30,38637.0,155,128
Wonder Woman,DC,2017-06-02,2017-09-19,Sunday,31,25612.0,155,129
Wonder Woman,DC,2017-06-02,2017-09-19,Monday,30,11906.0,155,130
Wonder Woman,DC,2017-06-02,2017-09-19,Tuesday,29,9217.0,155,131
Wonder Woman,DC,2017-06-02,2017-09-19,Wednesday,31,7914.0,155,132
Wonder Woman,DC,2017-06-02,2017-09-19,Thursday,31,9003.0,155,133
Wonder Woman,DC,2017-06-02,2017-09-19,Friday,36,13752.0,118,134
Wonder Woman,DC,2017-06-02,2017-09-19,Saturday,36,21869.0,118,135
Wonder Woman,DC,2017-06-02,2017-09-19,Sunday,36,11980.0,118,136
Wonder Woman,DC,2017-06-02,2017-09-19,Monday,38,3511.0,118,137
Wonder Woman,DC,2017-06-02,2017-09-19,Tuesday,39,4098.0,118,138
Wonder Woman,DC,2017-06-02,2017-09-19,Wednesday,38,3565.0,118,139
Wonder Woman,DC,2017-06-02,2017-09-19,Thursday,37,4302.0,118,140
Wonder Woman,DC,2017-06-02,2017-09-19,Friday,46,6627.0,84,141
Wonder Woman,DC,2017-06-02,2017-09-19,Saturday,45,9700.0,84,142
Wonder Woman,DC,2017-06-02,2017-09-19,Sunday,43,7058.0,84,143
Wonder Woman,DC,2017-06-02,2017-09-19,Monday,46,2289.0,84,144
Wonder Woman,DC,2017-06-02,2017-09-19,Tuesday,48,2394.0,84,145
Wonder Woman,DC,2017-06-02,2017-09-19,Wednesday,48,1961.0,84,146
Wonder Woman,DC,2017-06-02,2017-09-19,Thursday,49,2308.0,84,147
Wonder Woman,DC,2017-06-02,2017-09-19,Friday,50,3051.0,55,148
Wonder Woman,DC,2017-06-02,2017-09-19,Saturday,49,5144.0,55,149
Wonder Woman,DC,2017-06-02,2017-09-19,Sunday,46,3968.0,55,150
Wonder Woman,DC,2017-06-02,2017-09-19,Monday,52,802.0,55,151
Wonder Woman,DC,2017-06-02,2017-09-19,Tuesday,49,1580.0,55,152
Wonder Woman,DC,2017-06-02,2017-09-19,Wednesday,53,964.0,55,153
Wonder Woman,DC,2017-06-02,2017-09-19,Thursday,53,1354.0,55,154
Wonder Woman,DC,2017-06-02,2017-09-19,Friday,51,2247.0,30,155
Wonder Woman,DC,2017-06-02,2017-09-19,Saturday,48,4316.0,30,156
Wonder Woman,DC,2017-06-02,2017-09-19,Sunday,49,2880.0,30,157
Wonder Woman,DC,2017-06-02,2017-09-19,Monday,53,590.0,30,158
Wonder Woman,DC,2017-06-02,2017-09-19,Tuesday,52,735.0,30,159
Wonder Woman,DC,2017-06-02,2017-09-19,Wednesday,53,740.0,30,160
Wonder Woman,DC,2017-06-02,2017-09-19,Thursday,50,958.0,30,161
Justice League,DC,2017-11-17,2018-03-13,Friday,1,38471202.0,4051,1
Justice League,DC,2017-11-17,2018-03-13,Saturday,1,32680117.0,4051,2
Justice League,DC,2017-11-17,2018-03-13,Sunday,1,22690920.0,4051,3
Justice League,DC,2017-11-17,2018-03-13,Monday,1,7508311.0,4051,4
Justice League,DC,2017-11-17,2018-03-13,Tuesday,1,10551093.0,4051,5
Justice League,DC,2017-11-17,2018-03-13,Wednesday,2,10448116.0,4051,6
Justice League,DC,2017-11-17,2018-03-13,Thursday,2,8463624.0,4051,7
Justice League,DC,2017-11-17,2018-03-13,Friday,2,16440261.0,4051,8
Justice League,DC,2017-11-17,2018-03-13,Saturday,2,15752222.0,4051,9
Justice League,DC,2017-11-17,2018-03-13,Sunday,2,8898008.0,4051,10
Justice League,DC,2017-11-17,2018-03-13,Monday,2,2103667.0,4051,11
Justice League,DC,2017-11-17,2018-03-13,Tuesday,2,2958689.0,4051,12
Justice League,DC,2017-11-17,2018-03-13,Wednesday,2,1902337.0,4051,13
Justice League,DC,2017-11-17,2018-03-13,Thursday,2,1887354.0,4051,14
Justice League,DC,2017-11-17,2018-03-13,Friday,2,4544363.0,3820,15
Justice League,DC,2017-11-17,2018-03-13,Saturday,2,7439921.0,3820,16
Justice League,DC,2017-11-17,2018-03-13,Sunday,2,4666820.0,3820,17
Justice League,DC,2017-11-17,2018-03-13,Monday,2,1138122.0,3820,18
Justice League,DC,2017-11-17,2018-03-13,Tuesday,2,1719702.0,3820,19
Justice League,DC,2017-11-17,2018-03-13,Wednesday,2,1117032.0,3820,20
Justice League,DC,2017-11-17,2018-03-13,Thursday,2,1083490.0,3820,21
Justice League,DC,2017-11-17,2018-03-13,Friday,3,2539306.0,3508,22
Justice League,DC,2017-11-17,2018-03-13,Saturday,2,4370008.0,3508,23
Justice League,DC,2017-11-17,2018-03-13,Sunday,2,2754983.0,3508,24
Justice League,DC,2017-11-17,2018-03-13,Monday,2,743328.0,3508,25
Justice League,DC,2017-11-17,2018-03-13,Tuesday,3,1094377.0,3508,26
Justice League,DC,2017-11-17,2018-03-13,Wednesday,3,756273.0,3508,27
Justice League,DC,2017-11-17,2018-03-13,Thursday,3,562701.0,3508,28
Justice League,DC,2017-11-17,2018-03-13,Friday,5,1063461.0,2702,29
Justice League,DC,2017-11-17,2018-03-13,Saturday,5,1877491.0,2702,30
Justice League,DC,2017-11-17,2018-03-13,Sunday,5,1368273.0,2702,31
Justice League,DC,2017-11-17,2018-03-13,Monday,5,521345.0,2702,32
Justice League,DC,2017-11-17,2018-03-13,Tuesday,5,735647.0,2702,33
Justice League,DC,2017-11-17,2018-03-13,Wednesday,9,406036.0,2208,34
Justice League,DC,2017-11-17,2018-03-13,Thursday,8,364855.0,2208,35
Justice League,DC,2017-11-17,2018-03-13,Friday,14,378357.0,1101,36
Justice League,DC,2017-11-17,2018-03-13,Saturday,14,444611.0,1101,37
Justice League,DC,2017-11-17,2018-03-13,Sunday,15,247363.0,1101,38
Justice League,DC,2017-11-17,2018-03-13,Monday,16,435091.0,1101,39
Justice League,DC,2017-11-17,2018-03-13,Tuesday,16,430207.0,1101,40
Justice League,DC,2017-11-17,2018-03-13,Wednesday,15,386372.0,1101,41
Justice League,DC,2017-11-17,2018-03-13,Thursday,15,403510.0,1101,42
Justice League,DC,2017-11-17,2018-03-13,Friday,15,431832.0,1215,43
Justice League,DC,2017-11-17,2018-03-13,Saturday,15,489275.0,1215,44
Justice League,DC,2017-11-17,2018-03-13,Sunday,15,276222.0,1215,45
Justice League,DC,2017-11-17,2018-03-13,Monday,15,366874.0,1215,46
Justice League,DC,2017-11-17,2018-03-13,Tuesday,15,247763.0,1215,47
Justice League,DC,2017-11-17,2018-03-13,Wednesday,15,178230.0,1215,48
Justice League,DC,2017-11-17,2018-03-13,Thursday,15,136477.0,1215,49
Justice League,DC,2017-11-17,2018-03-13,Friday,20,160218.0,518,50
Justice League,DC,2017-11-17,2018-03-13,Saturday,20,249271.0,518,51
Justice League,DC,2017-11-17,2018-03-13,Sunday,20,147362.0,518,52
